timestamp,store_id,product_id,city,channel,promo_flag,price,discount,units,temperature,stock,revenue
2024-04-10,118,1088,,Online,0,53.12,0.33,8.0,7.3,53,271.93
2024-04-10,104,1055,Milan ,Online,0,12.81,0.303,8.0,18.2,55,67.83
2024-04-10,102,1058,turin,Online,1,20.51,0.114,9.0,13.8,72,165.44
2024-04-10,100,1028,turin,Wholesale,1,36.21,0.224,16.0,23.7,70,455.59
2024-04-10,105,1070,Rome,Online,1,41.7,0.285,10.0,13.6,49,291.58
2024-04-11,114,1076,milan,Wholesale,0,36.2,0.264,9.0,18.4,64,235.38
2024-04-11,101,1017,turin,Online,0,19.71,0.235,7.0,,66,99.67
2024-04-11,102,1001,,Retail,1,26.27,,19.0,,51,412.73
2024-04-11,116,1007,turin,Online,0,19.95,0.071,9.0,10.1,43,166.11
2024-04-11,111,1074, naples,Online,0,47.02,0.126,11.0,9.4,73,431.1
2024-04-11,117,1096, naples,Online,1,19.59,0.373,13.0,29.6,52,159.28
2024-04-11,114,1053,Milan ,Retail,1,37.63,0.242,10.0,22.4,21,280.66
2024-04-11,111,1037,Turin,Retail,0,15.12,0.191,8.0,17.9,55,93.99
2024-04-11,115,1047,Turin,Retail,0,28.83,0.146,6.0,,38,141.22
2024-04-11,107,1026,Milan ,Retail,1,43.18,0.268,13.0,26.7,85,390.46
2024-04-12,113,1019,N/A,Retail,0,19.95,0.279,9.0,17.8,36,122.3
2024-04-12,116,1011,rome,Online,1,27.14,,15.0,20.8,43,167.33
2024-04-12,107,1042,,Online,1,24.13,0.245,13.0,13.2,64,232.76
2024-04-12,114,1060,Rome,Retail,1,26.15,0.109,10.0,29.9,94,256.82
2024-04-12,113,1030,Milan ,Retail,1,21.63,,10.0,18.3,47,196.3
2024-04-12,117,1090,Rome,Retail,0,29.82,0.087,8.0,26.1,35,220.72
2024-04-12,119,1095, naples,Online,0,44.74,0.288,16.0,26.7,35,501.71
2024-04-12,106,1060,milan,Online,0,29.87,0.34,9.0,19.1,24,174.6
2024-04-12,102,1073,Naples,Wholesale,0,36.19,0.047,6.0,26.0,52,191.83
2024-04-12,111,1066,Naples,Retail,0,29.17,0.329,6.0,8.9,55,110.44
2024-04-12,102,1090,turin,Online,0,29.61,0.136,13.0,15.2,29,314.46
2024-04-12,119,1034,milan,Retail,1,50.64,0.29,13.0,24.0,45,429.74
2024-04-12,113,1094,Naples,Wholesale,0,37.67,,5.0,,44,154.93
2024-04-12,114,1014,milan,Online,0,83.63,0.071,14.0,26.4,39,999.64
2024-04-12,113,1015,turin,Retail,0,29.81,0.335,13.0,20.9,59,261.63
2024-04-12,106,1012,milan,Wholesale,0,26.39,0.292,8.0,33.1,41,148.12
2024-04-13,116,1034,,Wholesale,0,20.89,0.345,8.0,17.3,72,118.09
2024-04-13,111,1074,turin,Wholesale,0,26.94,0.051,8.0,18.0,24,207.31
2024-04-13,119,1058, naples,Online,0,34.67,,12.0,20.0,47,294.45
2024-04-13,103,1020, naples,Online,1,25.28,0.186,12.0,23.7,20,230.18
2024-04-13,108,1053,milan,Online,1,33.56,0.215,14.0,9.0,58,396.42
2024-04-13,105,1074,rome,Online,1,16.59,0.253,130.0,18.1,46,118.38
2024-04-13,115,1029,N/A,Online,0,,0.101,5.0,19.5,46,183.78
2024-04-13,101,1047,,Online,0,20.17,0.26,7.0,16.1,41,102.46
2024-04-13,107,1034,milan,Online,0,26.38,0.18,8.0,19.5,66,172.62
2024-04-13,110,1085,Naples,Online,0,22.03,0.196,4.0,13.3,65,76.17
2024-04-13,112,1037,turin,Online,0,36.1,0.099,12.0,6.6,55,393.48
2024-04-13,116,1030,turin,Retail,0,28.81,0.034,7.0,16.2,43,195.49
2024-04-13,107,1077,milan,Online,1,39.25,0.081,15.0,5.5,52,538.75
2024-04-13,117,1023,rome,Retail,0,34.38,0.23,8.0,18.2,54,212.46
2024-04-13,117,1048,rome,Online,0,32.4,0.021,7.0,9.3,46,231.02
2024-04-13,113,1095,N/A,Online,0,21.96,0.248,17.0,24.4,86,273.46
2024-04-13,114,1099, naples,Wholesale,0,39.77,0.32,9.0,13.9,39,237.27
2024-04-13,105,1031, naples,Online,1,25.49,0.17,10.0,27.0,49,221.85
2024-04-13,110,1054,,Online,0,28.61,0.039,13.0,,43,347.44
2024-04-13,112,1078,turin,Online,0,41.09,0.161,10.0,22.8,77,333.49
2024-04-13,100,1057,N/A,Online,0,21.15,0.401,8.0,19.6,39,107.57
2024-04-13,105,1098, naples,Online,0,29.43,0.255,5.0,24.1,64,107.96
2024-04-13,108,1002,Milan ,Online,0,,0.097,8.0,18.4,36,225.01
2024-04-14,107,1079,,Online,1,46.04,0.052,17.0,27.1,51,729.09
2024-04-14,110,1068, naples,Retail,1,24.75,,17.0,18.7,81,340.27
2024-04-14,118,1084,Milan ,Retail,1,18.47,0.061,16.0,22.1,27,273.2
2024-04-14,108,1009,rome,Online,0,48.94,0.43,9.0,11.8,36,247.56
2024-04-14,116,1082,milan,Online,0,33.39,0.232,2.0,23.9,86,53.57
2024-04-14,111,1024, naples,Online,0,38.91,0.042,7.0,30.9,66,249.26
2024-04-14,113,1067,N/A,Online,1,32.4,0.301,9.0,18.5,21,223.74
2024-04-14,114,1060,,Online,1,,0.078,13.0,,41,387.48
2024-04-14,115,1028,,Retail,1,32.6,0.128,12.0,,44,355.95
2024-04-14,119,1018,milan,Online,0,45.13,0.233,7.0,,60,225.01
2024-04-14,100,1042,Rome,Retail,0,53.85,0.242,8.0,9.1,59,315.66
2024-04-14,109,1065,milan,Online,0,25.37,0.319,6.0,12.8,54,102.52
2024-04-14,107,1073,N/A,Wholesale,0,31.74,0.228,15.0,,30,351.6
2024-04-14,117,1060,Rome,Retail,0,26.05,0.109,8.0,20.4,71,191.06
2024-04-15,100,1042,turin,Retail,0,,0.256,,,61,153.57
2024-04-15,101,1024,turin,Online,1,31.49,0.242,18.0,23.2,43,414.44
2024-04-15,100,1019, naples,Retail,0,44.85,0.302,7.0,25.8,88,199.25
2024-04-15,100,1047,rome,Retail,0,28.54,0.241,11.0,,45,245.75
2024-04-15,108,1082,,Retail,0,22.71,0.327,10.0,23.9,62,153.45
2024-04-15,112,1086,,Online,0,31.53,0.345,6.0,13.6,85,120.91
2024-04-15,100,1023,rome,Retail,1,33.08,0.349,14.0,7.1,50,292.77
2024-04-15,112,1010, naples,Online,0,31.06,0.244,7.0,6.3,41,158.59
2024-04-15,119,1097,,Retail,0,,0.322,7.0,14.9,61,150.29
2024-04-15,106,1054,milan,Retail,1,29.23,0.177,13.0,18.1,51,307.47
2024-04-15,101,1027, naples,Online,0,23.54,0.328,11.0,17.3,69,186.01
2024-04-15,105,1068,milan,Online,0,,0.181,10.0,19.7,62,174.88
2024-04-16,106,1062, naples,Online,1,26.69,0.205,19.0,24.4,65,416.51
2024-04-16,113,1058,milan,Retail,1,51.71,0.168,13.0,29.1,37,622.41
2024-04-16,117,1004, naples,Online,0,25.89,0.294,9.0,22.2,64,3235.7000000000003
2024-04-16,114,1050,rome,Online,0,16.49,0.166,4.0,20.4,32,54.01
2024-04-16,101,1020, naples,Online,0,27.77,0.086,5.0,15.1,59,137.31
2024-04-16,109,1011,,Retail,1,33.4,0.369,11.0,7.6,59,229.99
2024-04-16,111,1049,N/A,Online,0,35.32,0.116,5.0,13.9,15,175.1
2024-04-16,116,1003,N/A,Retail,1,46.05,0.212,14.0,16.3,67,495.12
2024-04-16,107,1041,turin,Online,1,29.51,0.234,14.0,4.9,48,331.21
2024-04-16,110,1083,milan,Retail,1,32.81,0.213,17.0,13.5,41,439.09
2024-04-17,102,1037,rome,Wholesale,0,30.63,0.114,8.0,26.4,48,205.51
2024-04-17,105,1024,,Online,0,54.05,0.107,5.0,17.6,29,230.55
2024-04-17,108,1013,,Online,0,63.9,0.405,8.0,20.5,74,267.62
2024-04-17,105,1074,milan,Retail,1,24.49,0.164,16.0,27.3,61,326.5
2024-04-17,108,1031,turin,Online,0,36.97,0.156,10.0,18.7,81,320.16
2024-04-17,106,1010,rome,Online,0,51.77,0.106,7.0,18.4,47,288.91
2024-04-17,108,1060,rome,Retail,0,42.59,0.251,9.0,21.4,44,242.34
2024-04-17,117,1017,,Wholesale,0,18.66,0.236,8.0,,64,108.95
2024-04-17,111,1026,N/A,Retail,0,33.02,0.089,9.0,18.1,66,272.1
2024-04-17,107,1054, naples,Online,0,29.18,0.213,5.0,17.2,69,109.09
2024-04-17,107,1053,,Online,0,85.64,0.644,2.0,,66,61.45
2024-04-17,117,1081,turin,Online,0,37.33,0.382,9.0,22.8,77,201.55
2024-04-17,119,1086,Turin,Retail,0,11.86,0.291,10.0,17.0,62,78.21
2024-04-17,114,1074,milan,Retail,1,27.54,0.271,14.0,18.3,58,291.2
2024-04-17,106,1020,milan,Retail,1,23.74,0.025,11.0,17.1,74,258.54
2024-04-17,110,1043,turin,Online,0,24.2,,8.0,,33,83.01
2024-04-17,119,1004,N/A,Retail,0,22.78,0.28,2.0,,62,29.72
2024-04-17,115,1086,turin,Online,1,41.36,0.472,11.0,27.5,37,233.65
2024-04-18,103,1040,milan,Online,0,16.4,0.421,4.0,,54,36.26
2024-04-18,105,1058,milan,Retail,0,36.03,0.255,3.0,2.7,56,78.27
2024-04-18,102,1088,N/A,Online,0,33.24,0.02,9.0,2.4,33,280.44
2024-04-18,108,1053,milan,Retail,0,40.49,0.223,3.0,17.4,49,92.73
2024-04-18,109,1073, naples,Retail,0,31.81,,5.0,4.1,53,123.42
2024-04-18,113,1021,milan,Wholesale,1,16.08,0.244,14.0,28.3,53,177.53
2024-04-18,110,1082,milan,Retail,1,29.2,0.21,15.0,33.5,62,333.29
2024-04-18,117,1064,turin,Retail,0,25.99,,7.0,8.3,56,156.17
2024-04-18,111,1063,turin,Online,0,39.66,0.403,3.0,11.1,53,67.75
2024-04-18,111,1070,Rome,Online,0,22.63,0.192,6.0,14.1,50,105.69
2024-04-18,112,1003,rome,Online,0,28.45,0.184,4.0,18.1,45,89.8
2024-04-18,112,1064,N/A,Online,0,33.21,0.45,9.0,19.6,54,171.76
2024-04-18,118,1014,rome,Retail,0,45.66,0.052,11.0,11.1,32,466.97
2024-04-18,118,1075,Naples,Retail,1,21.28,0.09,14.0,27.4,44,268.57
2024-04-18,113,1021,,Online,0,44.07,0.127,11.0,22.9,50,412.78
2024-04-18,103,1085,Milan ,Online,1,37.3,0.214,13.0,26.4,26,378.24
2024-04-19,112,1046,,Online,0,30.94,0.48,8.0,18.0,60,127.52
2024-04-19,107,1080,,Retail,0,19.97,0.225,15.0,28.0,46,225.74
2024-04-19,118,1092,Naples,Retail,0,30.44,0.128,9.0,17.2,48,215.55
2024-04-19,111,1045,Rome,Retail,0,16.88,0.178,6.0,8.3,52,80.73
2024-04-19,117,1013,,Online,1,33.84,0.11,12.0,25.9,32,363.4
2024-04-19,105,1049,rome,Online,0,34.84,,6.0,10.4,51,201.83
2024-04-19,117,1019,Rome,Retail,0,53.13,0.162,9.0,15.2,42,8137.58
2024-04-19,118,1049,,Retail,0,32.31,0.069,7.0,12.0,62,196.27
2024-04-19,104,1032, naples,Online,0,,0.279,7.0,27.7,60,87.14
2024-04-20,108,1058, naples,Retail,0,23.85,0.077,8.0,14.7,37,171.89
2024-04-20,102,1042,rome,Online,0,19.75,0.048,6.0,20.1,48,100.07
2024-04-20,109,1078,turin,Retail,1,34.96,0.196,14.0,25.6,32,392.99
2024-04-20,118,1011,milan,Retail,1,39.63,0.165,13.0,13.4,38,450.11
2024-04-20,102,1039,milan,Retail,0,16.7,0.12,5.0,20.8,52,70.55
2024-04-20,114,1019,Naples,Online,0,23.44,0.183,8.0,15.7,62,151.61
2024-04-20,100,1093,Rome,Online,0,76.43,0.117,6.0,19.5,46,410.15
2024-04-20,106,1037,,Retail,0,,0.367,11.0,18.1,44,160.4
2024-04-20,111,1002,,Retail,1,,0.17,16.0,25.0,61,372.3
2024-04-20,116,1027,turin,Retail,1,28.65,0.151,11.0,,56,259.03
2024-04-20,119,1055,N/A,Retail,0,,0.028,5.0,17.9,28,127.66
2024-04-20,104,1089,turin,Online,0,32.7,0.029,6.0,30.8,47,196.54
2024-04-20,103,1093,milan,Wholesale,1,32.5,0.097,10.0,8.3,45,292.86
2024-04-20,111,1012,Turin,Retail,1,30.13,0.357,10.0,22.8,43,201.72
2024-04-20,119,1076,rome,Online,0,45.52,0.198,2.0,31.0,42,72.15
2024-04-20,117,1065,rome,Retail,0,47.56,0.375,9.0,17.2,58,264.71
2024-04-20,116,1036,N/A,Online,0,37.28,0.076,15.0,,31,546.54
2024-04-20,118,1048, naples,Online,1,28.54,0.113,13.0,13.7,67,313.5
2024-04-20,108,1065,N/A,Online,0,0.0,0.096,7.0,16.1,49,160.84
2024-04-20,103,1035,,Retail,1,,0.224,14.0,28.5,49,300.15
2024-04-21,101,1053,turin,Retail,0,,0.361,8.0,7.2,76,172.16
2024-04-21,103,1025,milan,Retail,0,27.08,0.29,15.0,21.0,63,271.89
2024-04-21,101,1074,turin,Online,0,47.18,0.249,6.0,7.7,42,212.0
2024-04-21,114,1071,Turin,Online,1,19.42,0.194,10.0,14.3,53,157.31
2024-04-21,101,1039,Naples,Online,0,32.3,0.109,2.0,26.3,41,61.41
2024-04-21,103,1042,rome,Online,1,19.23,0.23,13.0,22.2,51,193.59
2024-04-21,105,1021,milan,Retail,0,20.26,0.166,8.0,20.7,34,124.11
2024-04-21,106,1019,milan,Wholesale,1,25.71,0.259,17.0,25.0,46,327.11
2024-04-21,109,1007,turin,Online,1,21.54,0.124,14.0,18.0,55,280.16
2024-04-22,118,1028,,Retail,0,38.24,0.161,,19.1,46,192.98
2024-04-22,118,1039,rome,Wholesale,1,12.51,0.285,15.0,17.2,40,136.06
2024-04-22,111,1089,turin,Online,0,23.44,0.161,6.0,21.1,76,106.54
2024-04-22,102,1029,N/A,Retail,0,21.09,0.181,10.0,20.8,47,180.82
2024-04-22,112,1080, naples,Retail,0,20.72,0.423,10.0,29.3,37,114.33
2024-04-22,117,1083,turin,Retail,1,37.05,0.29,8.0,7.2,47,196.7
2024-04-22,107,1054,N/A,Online,1,36.48,0.012,17.0,17.1,50,591.73
2024-04-22,114,1015,rome,Retail,0,40.28,0.132,6.0,16.6,59,210.33
2024-04-22,100,1045,rome,Retail,1,,0.108,16.0,27.2,52,587.82
2024-04-22,102,1061,milan,Online,0,30.62,0.276,9.0,11.7,49,205.58
2024-04-22,107,1006,,Online,1,17.38,,19.0,15.9,53,292.36
2024-04-22,103,1079,,Online,0,23.07,0.099,8.0,18.2,83,166.8
2024-04-22,115,1044,Turin,Retail,0,27.4,0.08,12.0,21.3,38,288.15
2024-04-22,109,1058,,Online,0,26.34,0.158,9.0,16.8,37,196.13
2024-04-22,111,1055, naples,Retail,0,37.18,,9.0,14.1,69,277.97
2024-04-22,113,1047,milan,Online,0,27.26,0.177,6.0,13.3,39,136.03
2024-04-22,113,1026,milan,Online,0,13.98,0.208,6.0,10.3,42,66.59
2024-04-22,101,1052,turin,Online,0,36.08,0.278,3.0,11.6,57,73.99
2024-04-22,104,1086,,Online,1,17.13,0.081,17.0,15.4,41,263.0
2024-04-22,104,1087,,Online,0,22.23,0.122,3.0,12.8,65,56.54
2024-04-23,105,1072,,Retail,1,23.13,0.338,8.0,,41,109.38
2024-04-23,112,1034,,Online,0,27.45,0.101,7.0,21.1,41,175.01
2024-04-23,108,1050,rome,Online,0,25.29,0.319,8.0,10.8,73,128.59
2024-04-23,114,1083,rome,Online,0,25.11,0.037,8.0,21.0,46,189.58
2024-04-23,113,1036,Turin,Retail,1,31.17,0.349,12.0,7.1,31,244.92
2024-04-23,106,1080,N/A,Retail,1,48.76,0.257,10.0,,86,348.39
2024-04-23,119,1094,Rome,Retail,0,15.68,0.2,7.0,14.7,50,82.68
2024-04-23,101,1056,,Wholesale,0,14.76,0.154,9.0,25.7,45,114.91
2024-04-23,106,1007,milan,Online,0,48.01,0.022,7.0,18.5,40,302.59
2024-04-23,105,1078,rome,Online,0,39.91,0.052,8.0,19.9,54,288.41
2024-04-23,116,1094, naples,Online,1,35.49,0.227,11.0,18.9,53,300.95
2024-04-23,101,1093,milan,Online,0,18.99,0.147,10.0,-1.5,79,160.03
2024-04-23,102,1019, naples,Retail,0,26.4,0.079,11.0,,46,261.97
2024-04-24,104,1052,N/A,Online,1,33.07,0.204,17.0,11.3,64,476.59
2024-04-24,104,1011,Naples,Online,1,25.17,0.36,10.0,,94,164.71
2024-04-24,100,1048,milan,Online,0,12.48,0.261,10.0,,57,95.23
2024-04-24,107,1016,Milan ,Wholesale,0,18.85,0.076,7.0,27.9,53,117.08
2024-04-24,111,1063, naples,Wholesale,0,18.74,0.218,10.0,,54,157.29
2024-04-24,103,1041,,Online,0,23.19,,9.0,10.6,54,137.19
2024-04-24,112,1093,Rome,Online,0,23.85,0.275,5.0,8.6,45,87.51
2024-04-24,114,1028, naples,Retail,1,27.06,0.115,11.0,19.0,30,266.05
2024-04-24,110,1018,Naples,Wholesale,1,33.53,0.22,9.0,22.0,61,226.82
2024-04-24,109,1010,Turin,Online,0,18.85,0.317,8.0,23.0,45,96.3
2024-04-24,102,1097,Rome,Online,0,26.88,0.214,5.0,24.2,46,103.91
2024-04-24,113,1049,N/A,Wholesale,0,26.66,0.126,10.0,14.4,59,225.98
2024-04-24,115,1070,rome,Retail,0,,0.227,8.0,18.9,45,239.85
2024-04-24,109,1057,milan,Online,0,21.41,0.175,14.0,9.4,70,237.93
2024-04-24,109,1033,Naples,Retail,0,22.35,0.128,5.0,27.1,31,100.49
2024-04-24,111,1019,Naples,Wholesale,0,20.84,0.157,7.0,26.2,51,117.51
2024-04-24,108,1049,,Retail,0,29.6,0.387,7.0,17.3,35,130.57
2024-04-25,100,1087,turin,Retail,0,,0.21,11.0,12.8,35,230.97
2024-04-25,104,1009,,Retail,0,38.52,0.317,13.0,10.4,43,345.89
2024-04-25,119,1031,,Online,0,22.88,0.102,7.0,19.7,58,158.35
2024-04-25,107,1051,turin,Retail,0,31.43,0.035,9.0,10.5,57,261.81
2024-04-25,110,1014, naples,Online,0,32.35,0.392,9.0,22.8,65,179.51
2024-04-25,111,1083,Naples,Wholesale,0,22.46,0.122,4.0,18.5,30,78.27
2024-04-25,100,1002,,Online,0,21.93,0.031,7.0,16.1,42,147.84
2024-04-25,119,1036,Turin,Retail,1,23.61,0.22,10.0,23.5,48,158.75
2024-04-25,110,1039,milan,Online,0,20.09,0.429,9.0,5.3,77,99.14
2024-04-25,104,1071,Turin,Online,0,38.87,0.201,7.0,21.1,24,210.67
2024-04-26,114,1039,Milan ,Online,0,25.35,0.315,8.0,17.8,53,137.97
2024-04-26,104,1055, naples,Retail,0,33.13,0.098,9.0,16.4,48,248.15
2024-04-26,111,1022,rome,Retail,1,29.29,0.208,16.0,23.0,19,8038.799999999999
2024-04-26,104,1010,turin,Retail,1,12.19,0.351,12.0,27.3,63,90.17
2024-04-26,116,1063,N/A,Online,0,35.21,0.143,10.0,19.5,37,284.75
2024-04-26,116,1007,rome,Online,0,17.28,,9.0,21.4,68,101.13
2024-04-26,111,1092,milan,Wholesale,0,28.3,0.152,6.0,15.0,37,132.29
2024-04-26,114,1093,rome,Retail,0,44.76,0.253,5.0,,42,162.48
2024-04-26,114,1055,turin,Retail,0,34.5,0.233,6.0,19.9,68,164.9
2024-04-26,105,1059,rome,Retail,0,43.21,0.295,8.0,15.6,39,240.59
2024-04-26,111,1009,rome,Retail,0,42.95,0.424,11.0,15.5,58,269.98
2024-04-26,119,1038,Milan ,Online,0,31.59,0.078,7.0,28.6,22,206.9
2024-04-26,117,1027, naples,Retail,1,,0.132,15.0,27.1,53,321.47
2024-04-26,113,1048,rome,Retail,0,21.84,0.177,9.0,9.3,57,151.24
2024-04-26,101,1035,turin,Retail,0,40.58,0.296,9.0,24.7,66,260.09
2024-04-26,108,1012,milan,Retail,0,38.69,0.145,11.0,23.2,52,357.68
2024-04-26,104,1095,turin,Online,0,19.83,0.118,10.0,19.4,34,179.32
2024-04-26,119,1035,rome,Online,1,20.04,0.167,9.0,25.6,41,143.9
2024-04-26,100,1025, naples,Online,0,26.53,0.23,11.0,28.9,24,233.05
2024-04-26,102,1085,,Online,1,9.16,,8.0,23.4,41,63.53
2024-04-27,105,1003,turin,Retail,0,16.43,0.183,8.0,15.4,48,107.44
2024-04-27,104,1094,,Retail,1,35.52,0.221,15.0,15.0,54,425.02
2024-04-27,104,1081,,Online,1,14.64,0.147,12.0,14.3,31,142.23
2024-04-27,100,1063,Naples,Online,0,33.04,0.311,4.0,20.6,63,84.19
2024-04-27,116,1037, naples,Wholesale,0,24.99,0.129,10.0,26.7,48,207.42
2024-04-27,118,1087,N/A,Retail,1,19.76,0.293,11.0,9.3,63,151.43
2024-04-27,113,1086,turin,Online,0,36.28,0.133,6.0,24.3,75,184.59
2024-04-27,111,1021,Milan ,Retail,0,49.4,0.141,14.0,28.0,40,628.47
2024-04-27,109,1001,N/A,Online,0,21.75,0.354,8.0,,51,106.89
2024-04-27,119,1030, naples,Online,0,44.29,0.098,8.0,,36,334.47
2024-04-27,117,1010,Milan ,Online,0,31.12,0.23,11.0,9.7,41,274.41
2024-04-27,110,1091,,Online,0,29.69,0.244,9.0,21.0,43,198.93
2024-04-27,101,1045,rome,Online,0,,0.064,8.0,12.1,45,325.85
2024-04-27,117,1095, naples,Wholesale,0,62.53,0.085,5.0,11.0,48,272.36
2024-04-27,106,1061,rome,Retail,1,20.77,0.145,10.0,27.1,66,183.58
2024-04-27,114,1068,milan,Online,0,33.46,0.17,12.0,11.4,34,327.93
2024-04-27,110,1063,,Online,1,31.63,0.108,17.0,20.1,48,503.67
2024-04-27,117,1009,Naples,Online,1,24.14,0.093,,17.7,60,325.06
2024-04-27,111,1039,turin,Retail,1,25.95,0.196,17.0,14.3,68,332.27
2024-04-27,105,1023,rome,Retail,1,58.99,0.212,14.0,17.3,30,651.12
2024-04-27,119,1098,milan,Online,1,23.01,0.144,17.0,16.6,59,364.66
2024-04-28,112,1043,milan,Online,1,18.39,0.178,11.0,25.7,39,160.1
2024-04-28,119,1059,,Retail,0,39.34,0.174,8.0,,55,277.94
2024-04-28,115,1061, naples,Retail,0,20.36,0.224,8.0,20.9,49,142.04
2024-04-28,117,1086, naples,Online,1,48.87,0.149,12.0,,52,476.26
2024-04-28,109,1016,milan,Retail,0,,0.062,7.0,22.7,57,238.67
2024-04-28,107,1064,turin,Retail,1,14.31,0.067,11.0,12.8,37,138.86
2024-04-28,117,1094, naples,Online,1,44.31,0.278,10.0,13.7,55,302.68
2024-04-28,100,1094,rome,Online,0,61.88,0.04,11.0,32.3,60,630.41
2024-04-28,107,1056,milan,Online,1,27.21,0.05,14.0,23.7,43,362.86
2024-04-28,105,1054,Rome,Retail,0,13.93,0.356,9.0,19.2,34,72.55
2024-04-28,104,1052,N/A,Wholesale,0,11.43,0.068,,19.4,21,105.38
2024-04-28,114,1055,N/A,Retail,0,33.67,,8.0,,46,234.26
2024-04-28,114,1097,turin,Retail,0,42.84,0.087,8.0,,67,312.39
2024-04-28,101,1008,turin,Retail,0,27.31,,11.0,12.4,44,283.44
2024-04-28,100,1021,milan,Retail,0,51.75,0.04,5.0,,52,253.56
2024-04-28,110,1012,Naples,Wholesale,0,19.88,0.165,10.0,26.6,53,177.97
2024-04-29,109,1088,turin,Online,1,38.57,0.341,19.0,13.2,71,461.19
2024-04-29,117,1047,rome,Online,0,16.29,0.062,5.0,12.7,18,85.35
2024-04-29,117,1017,N/A,Retail,0,44.31,0.193,15.0,7.8,64,512.51
2024-04-29,116,1075,Milan ,Retail,0,20.05,0.207,6.0,11.2,50,90.32
2024-04-29,107,1039,rome,Online,1,,0.264,13.0,23.7,63,229.94
2024-04-29,114,1016,turin,Retail,1,,0.1,9.0,,61,151.02
2024-04-29,107,1014,,Retail,0,,0.2,6.0,22.5,41,153.26
2024-04-29,116,1014,,Online,0,22.79,,7.0,23.8,71,127.26
2024-04-29,111,1078,milan,Retail,1,34.64,0.307,14.0,17.9,76,370.69
2024-04-29,107,1062,N/A,Online,0,,0.209,6.0,11.6,67,112.2
2024-04-29,113,1038, naples,Wholesale,0,29.32,0.234,5.0,22.4,80,122.22
2024-04-29,103,1012, naples,Online,0,17.98,0.123,7.0,0.7,47,116.45
2024-04-29,100,1080,,Retail,0,27.86,0.039,6.0,26.5,36,144.41
2024-04-29,100,1031,Turin,Online,1,33.74,0.25,14.0,2.5,60,364.53
2024-04-29,118,1008,milan,Online,0,16.43,0.049,14.0,9.3,54,194.35
2024-04-29,115,1039,Turin,Retail,0,32.98,0.209,11.0,15.2,58,302.03
2024-04-29,113,1019,milan,Online,0,55.79,0.071,7.0,9.9,41,372.94
2024-04-30,115,1089,milan,Online,1,52.76,0.36,11.0,5.1,77,388.91
2024-04-30,104,1090, naples,Online,1,16.42,0.297,15.0,18.7,52,160.83
2024-04-30,108,1084,,Retail,1,41.51,0.203,12.0,14.6,32,407.93
2024-04-30,101,1081,Milan ,Retail,0,,0.026,3.0,14.4,52,35.98
2024-04-30,117,1076,turin,Online,0,31.84,0.097,6.0,16.4,58,166.92
2024-04-30,105,1079,Milan ,Retail,1,27.97,0.202,18.0,8.5,36,407.23
2024-04-30,108,1072,turin,Retail,0,32.76,0.043,,22.7,58,239.97
2024-04-30,100,1062,,Retail,1,35.71,0.109,,11.7,52,493.72
2024-04-30,108,1075,turin,Online,0,33.12,0.08,11.0,21.3,33,350.62
2024-04-30,115,1043,rome,Retail,0,21.3,0.015,,16.8,40,145.72
2024-04-30,112,1037,Turin,Online,0,14.11,0.171,,16.8,52,71.06
2024-04-30,108,1082,,Online,1,32.55,0.128,10.0,15.2,50,284.33
2024-04-30,112,1059,turin,Online,1,37.64,0.199,17.0,24.1,23,521.55
2024-05-01,108,1070, naples,Retail,0,22.3,0.268,5.0,25.9,56,81.8
2024-05-01,110,1098,,Online,0,28.15,0.226,5.0,25.2,53,97.2
2024-05-01,103,1047,milan,Wholesale,1,35.39,0.081,12.0,16.5,61,372.72
2024-05-01,101,1017,turin,Online,0,11.32,0.17,11.0,18.1,57,100.13
2024-05-01,105,1015,N/A,Online,1,10.32,0.183,13.0,12.5,45,99.14
2024-05-01,113,1054,milan,Online,0,23.38,0.239,3.0,14.4,50,53.47
2024-05-01,103,1038, naples,Online,0,55.28,0.167,4.0,9.5,86,176.17
2024-05-01,105,1067,rome,Online,0,28.47,0.101,8.0,13.8,38,194.33
2024-05-01,118,1058,Naples,Online,0,26.11,0.224,8.0,20.1,44,145.76
2024-05-01,105,1088,turin,Online,0,37.0,0.22,16.0,17.3,38,450.92
2024-05-01,101,1095,rome,Online,0,,0.104,9.0,14.2,32,237.05
2024-05-01,117,1061, naples,Online,0,40.41,0.222,6.0,24.5,44,188.89
2024-05-01,112,1012,rome,Online,0,16.43,0.058,,11.2,47,95.46
2024-05-01,108,1080,Rome,Retail,0,20.32,0.034,8.0,18.2,38,153.23
2024-05-01,118,1005,Milan ,Retail,1,48.0,0.216,7.0,34.7,88,275.33
2024-05-01,112,1082,N/A,Retail,0,25.17,0.324,4.0,28.6,48,70.17
2024-05-02,110,1076,milan,Online,0,21.98,0.179,7.0,14.3,35,124.51
2024-05-02,100,1059,N/A,Retail,0,25.12,0.11,7.0,26.5,63,153.95
2024-05-02,106,1089,Naples,Wholesale,0,24.44,0.253,7.0,,35,139.85
2024-05-02,114,1013,rome,Online,1,43.67,0.319,11.0,21.0,47,318.57
2024-05-02,100,1094,turin,Online,0,20.66,0.528,6.0,30.4,25,63.47
2024-05-02,111,1053, naples,Online,1,28.46,0.42,13.0,15.8,60,221.95
2024-05-02,106,1003, naples,Online,0,45.6,0.283,6.0,23.5,59,187.15
